dataset,detector,policy,options,length,ability,mechanism,sheet_i,has_shift,accepted,matched,outcome,confidence,brier,mse,naive_score,true_score,final_score,at_stake,saved,withheld,unearned
metrics,gated,metrics,ABCD,46,0.26,adv_cycle,0,0,0,0,TN,0.000496,0.0,0.000496,10,10,10,0,0,0,0
metrics,gated,metrics,ABCD,46,0.26,adv_cycle,1,0,0,0,TN,0.000507,0.0,0.000507,10,10,10,0,0,0,0
metrics,gated,metrics,ABCD,46,0.26,adv_cycle,2,0,0,0,TN,0.000624,0.0,0.000624,8,8,8,0,0,0,0
metrics,gated,metrics,ABCD,46,0.26,adv_cycle,3,0,0,0,TN,0.000556,0.0,0.000556,9,9,9,0,0,0,0
metrics,gated,metrics,ABCD,46,0.26,adv_cycle,4,0,0,0,TN,0.000428,0.0,0.000428,9,9,9,0,0,0,0
metrics,gated,metrics,ABCD,46,0.26,adv_cycle,5,0,0,0,TN,0.001208,1e-06,0.001208,7,7,7,0,0,0,0
metrics,gated,metrics,ABCD,46,0.26,adv_cycle,6,0,0,0,TN,0.00026,0.0,0.00026,13,13,13,0,0,0,0
metrics,gated,metrics,ABCD,46,0.26,adv_cycle,7,0,0,0,TN,0.000446,0.0,0.000446,11,11,11,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,none,0,0,0,0,TN,0.000205,0.0,0.000205,19,19,19,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,none,1,0,0,0,TN,0.000341,0.0,0.000341,14,14,14,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,none,2,0,0,0,TN,0.000114,0.0,0.000114,32,32,32,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,none,3,0,0,0,TN,0.000317,0.0,0.000317,15,15,15,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,none,4,0,0,0,TN,0.001231,2e-06,0.001231,10,10,10,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,none,5,0,0,0,TN,0.000132,0.0,0.000132,18,18,18,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,none,6,0,0,0,TN,0.000199,0.0,0.000199,16,16,16,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,none,7,0,0,0,TN,0.000406,0.0,0.000406,15,15,15,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_1,0,1,0,0,FN,0.003057,0.993895,0.003057,9,8,9,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,row_skip_1,1,1,0,0,FN,0.000633,0.998734,0.000633,8,10,8,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_1,2,1,0,0,FN,0.003399,0.993214,0.003399,25,32,25,7,0,7,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_1,3,1,0,0,FN,0.000429,0.999142,0.000429,14,16,14,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_1,4,1,0,0,FN,0.000271,0.999458,0.000271,14,13,14,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,row_skip_1,5,1,0,0,FN,0.000376,0.999249,0.000376,23,24,23,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_1,6,1,0,0,FN,0.000622,0.998756,0.000622,12,11,12,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,row_skip_1,7,1,0,0,FN,0.000662,0.998677,0.000662,10,12,10,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_2,0,1,0,0,FN,0.000773,0.998454,0.000773,13,16,13,3,0,3,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_2,1,1,0,0,FN,0.000487,0.999026,0.000487,12,11,12,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,row_skip_2,2,1,0,0,FN,0.000493,0.999013,0.000493,11,10,11,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,row_skip_2,3,1,0,0,FN,0.000254,0.999492,0.000254,13,13,13,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_2,4,1,0,0,FN,0.000545,0.99891,0.000545,17,23,17,6,0,6,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_2,5,1,0,0,FN,0.000693,0.998615,0.000693,11,7,11,0,0,0,4
metrics,gated,metrics,ABCD,46,0.4,row_skip_2,6,1,0,0,FN,0.001432,0.997138,0.001432,10,19,10,9,0,9,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_2,7,1,0,0,FN,0.000718,0.998564,0.000718,10,15,10,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,early_full,0,1,0,0,FN,0.010089,0.979923,0.010089,13,21,13,8,0,8,0
metrics,gated,metrics,ABCD,46,0.4,early_full,1,1,0,0,FN,0.000387,0.999227,0.000387,12,10,12,0,0,0,2
metrics,gated,metrics,ABCD,46,0.4,early_full,2,1,0,0,FN,0.001095,0.997811,0.001095,15,20,15,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,early_full,3,1,0,0,FN,0.002495,0.995015,0.002495,11,18,11,7,0,7,0
metrics,gated,metrics,ABCD,46,0.4,early_full,4,1,0,0,FN,0.001266,0.997469,0.001266,13,18,13,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,early_full,5,1,0,0,FN,0.905185,0.00899,0.905185,16,29,16,13,0,13,0
metrics,gated,metrics,ABCD,46,0.4,early_full,6,1,0,0,FN,0.006457,0.987128,0.006457,9,21,9,12,0,12,0
metrics,gated,metrics,ABCD,46,0.4,early_full,7,1,0,0,FN,0.000393,0.999215,0.000393,18,17,18,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,boundary,0,1,0,0,FN,0.000467,0.999066,0.000467,12,12,12,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,boundary,1,1,0,0,FN,0.000164,0.999671,0.000164,17,17,17,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,boundary,2,1,0,0,FN,8.9e-05,0.999823,8.9e-05,27,26,27,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,boundary,3,1,0,0,FN,0.000782,0.998437,0.000782,18,20,18,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,boundary,4,1,0,0,FN,0.002113,0.995778,0.002113,12,17,12,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,boundary,5,1,0,0,FN,0.000559,0.998883,0.000559,18,19,18,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,boundary,6,1,0,0,FN,0.000736,0.998529,0.000736,11,10,11,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,boundary,7,1,0,0,FN,0.00045,0.999101,0.00045,14,15,14,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,short_local,0,1,0,0,FN,0.000522,0.998957,0.000522,18,20,18,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,short_local,1,1,0,0,FN,0.0005,0.999001,0.0005,18,19,18,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,short_local,2,1,0,0,FN,0.001826,0.996352,0.001826,10,11,10,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,short_local,3,1,0,0,FN,0.000501,0.998998,0.000501,9,9,9,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,short_local,4,1,0,0,FN,0.000103,0.999793,0.000103,20,18,20,0,0,0,2
metrics,gated,metrics,ABCD,46,0.4,short_local,5,1,0,0,FN,0.00204,0.995925,0.00204,9,9,9,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,short_local,6,1,0,0,FN,0.000841,0.998319,0.000841,28,33,28,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,short_local,7,1,0,0,FN,0.000303,0.999394,0.000303,18,20,18,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,whole_section,0,1,0,0,FN,0.00064,0.998721,0.00064,15,20,15,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,whole_section,1,1,0,0,FN,0.000249,0.999501,0.000249,16,15,16,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,whole_section,2,1,0,0,FN,0.000475,0.999051,0.000475,16,18,16,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,whole_section,3,1,0,0,FN,0.000821,0.998359,0.000821,21,23,21,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,whole_section,4,1,0,0,FN,0.001315,0.997371,0.001315,17,21,17,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,whole_section,5,1,0,0,FN,0.000538,0.998925,0.000538,11,16,11,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,whole_section,6,1,0,0,FN,0.000673,0.998655,0.000673,15,19,15,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,whole_section,7,1,0,0,FN,0.011777,0.976585,0.011777,12,18,12,6,0,6,0
metrics,gated,metrics,ABCD,46,0.4,anxiety,0,1,0,0,FN,0.000228,0.999544,0.000228,17,14,17,0,0,0,3
metrics,gated,metrics,ABCD,46,0.4,anxiety,1,1,0,0,FN,0.00033,0.99934,0.00033,16,14,16,0,0,0,2
metrics,gated,metrics,ABCD,46,0.4,anxiety,2,1,0,0,FN,0.060987,0.881745,0.060987,16,27,16,11,0,11,0
metrics,gated,metrics,ABCD,46,0.4,anxiety,3,1,0,0,FN,0.000279,0.999442,0.000279,23,21,23,0,0,0,2
metrics,gated,metrics,ABCD,46,0.4,anxiety,4,1,0,0,FN,0.000637,0.998727,0.000637,15,20,15,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,anxiety,5,1,0,0,FN,0.000289,0.999421,0.000289,12,11,12,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,anxiety,6,1,0,0,FN,0.000301,0.999398,0.000301,14,9,14,0,0,0,5
metrics,gated,metrics,ABCD,46,0.4,anxiety,7,1,0,0,FN,0.000357,0.999285,0.000357,20,22,20,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,double_shift,0,1,0,0,FN,0.001634,0.996735,0.001634,14,24,14,10,0,10,0
metrics,gated,metrics,ABCD,46,0.4,double_shift,1,1,0,0,FN,0.000565,0.99887,0.000565,19,22,19,3,0,3,0
metrics,gated,metrics,ABCD,46,0.4,double_shift,2,1,0,0,FN,0.001042,0.997917,0.001042,11,18,11,7,0,7,0
metrics,gated,metrics,ABCD,46,0.4,double_shift,3,1,0,0,FN,0.000759,0.998483,0.000759,17,13,17,0,0,0,4
metrics,gated,metrics,ABCD,46,0.4,double_shift,4,1,0,0,FN,0.000431,0.999139,0.000431,18,20,18,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,double_shift,5,1,0,0,FN,0.000188,0.999623,0.000188,17,13,17,0,0,0,4
metrics,gated,metrics,ABCD,46,0.4,double_shift,6,1,0,0,FN,0.000269,0.999461,0.000269,20,21,20,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,double_shift,7,1,0,0,FN,0.000824,0.998354,0.000824,10,8,10,0,0,0,2
metrics,gated,metrics,ABCD,46,0.4,self_corrected,0,1,0,0,FN,0.001494,0.997015,0.001494,15,20,15,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,self_corrected,1,1,0,0,FN,0.000372,0.999256,0.000372,12,8,12,0,0,0,4
metrics,gated,metrics,ABCD,46,0.4,self_corrected,2,1,0,0,FN,0.001277,0.997448,0.001277,20,22,20,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,self_corrected,3,1,0,0,FN,0.000748,0.998505,0.000748,14,17,14,3,0,3,0
metrics,gated,metrics,ABCD,46,0.4,self_corrected,4,1,0,0,FN,0.002212,0.995582,0.002212,6,10,6,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,self_corrected,5,1,0,0,FN,0.000596,0.998809,0.000596,15,14,15,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,self_corrected,6,1,0,0,FN,0.001141,0.997719,0.001141,13,17,13,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,self_corrected,7,1,0,0,FN,0.001543,0.996916,0.001543,10,16,10,6,0,6,0
metrics,gated,metrics,ABCD,46,0.4,deferred,0,1,0,0,FN,0.000286,0.999427,0.000286,12,12,12,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,deferred,1,1,0,0,FN,0.000377,0.999245,0.000377,12,3,12,0,0,0,9
metrics,gated,metrics,ABCD,46,0.4,deferred,2,1,0,0,FN,0.001162,0.997677,0.001162,20,21,20,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,deferred,3,1,0,0,FN,0.000398,0.999205,0.000398,15,17,15,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,deferred,4,1,0,0,FN,0.000173,0.999655,0.000173,16,9,16,0,0,0,7
metrics,gated,metrics,ABCD,46,0.4,deferred,5,1,0,0,FN,0.016135,0.967991,0.016135,8,21,8,13,0,13,0
metrics,gated,metrics,ABCD,46,0.4,deferred,6,1,0,0,FN,0.000935,0.99813,0.000935,15,22,15,7,0,7,0
metrics,gated,metrics,ABCD,46,0.4,deferred,7,1,0,0,FN,0.000341,0.999318,0.000341,13,13,13,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,isolated,0,1,0,0,FN,0.000105,0.999789,0.000105,22,23,22,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,isolated,1,1,0,0,FN,0.000168,0.999664,0.000168,21,20,21,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,isolated,2,1,0,0,FN,5.7e-05,0.999886,5.7e-05,32,32,32,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,isolated,3,1,0,0,FN,0.000405,0.99919,0.000405,13,13,13,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,isolated,4,1,0,0,FN,0.000176,0.999648,0.000176,21,23,21,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,isolated,5,1,0,0,FN,0.00097,0.998061,0.00097,12,11,12,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,isolated,6,1,0,0,FN,0.000451,0.999099,0.000451,15,15,15,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,isolated,7,1,0,0,FN,0.000202,0.999596,0.000202,20,19,20,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,0,1,0,1,FN,0.967441,0.00106,0.967441,17,21,17,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,1,1,0,1,FN,0.940948,0.003487,0.940948,16,20,16,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,2,1,0,1,FN,0.962611,0.001398,0.962611,19,23,19,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,3,1,1,1,TP,0.999623,0.0,0.999623,12,22,18,10,6,4,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,4,1,0,1,FN,0.992084,6.3e-05,0.992084,22,27,22,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,5,1,0,1,FN,0.755003,0.060023,0.755003,8,9,8,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,6,1,0,1,FN,0.969614,0.000923,0.969614,16,21,16,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,7,1,0,1,FN,0.993544,4.2e-05,0.993544,20,25,20,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,0,1,0,1,FN,0.981505,0.000342,0.981505,11,11,11,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,1,1,0,1,FN,0.973657,0.000694,0.973657,13,15,13,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,2,1,0,1,FN,0.994819,2.7e-05,0.994819,9,13,9,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,3,1,0,1,FN,0.992687,5.3e-05,0.992687,8,11,8,3,0,3,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,4,1,0,1,FN,0.994655,2.9e-05,0.994655,12,13,12,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,5,1,0,1,FN,0.999955,0.0,0.999955,11,22,11,11,0,11,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,6,1,0,1,FN,0.991062,8e-05,0.991062,14,16,14,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,7,1,0,1,FN,0.997758,5e-06,0.997758,13,17,13,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,0,1,0,0,FN,0.756144,0.059466,0.756144,14,17,14,3,0,3,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,1,1,0,0,FN,0.976226,0.000565,0.976226,11,19,11,8,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,2,1,0,1,FN,0.815642,0.033988,0.815642,15,20,15,5,0,5,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,3,1,0,0,FN,0.429468,0.325507,0.429468,12,13,12,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,4,1,0,0,FN,0.912008,0.007743,0.912008,11,17,11,6,0,6,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,5,1,0,0,FN,0.501041,0.24896,0.501041,12,11,12,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,6,1,0,0,FN,0.458314,0.293423,0.458314,6,5,6,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,7,1,0,0,FN,0.140463,0.738803,0.140463,14,11,14,0,0,0,3
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,0,1,0,0,FN,0.998735,2e-06,0.998735,12,18,12,6,0,6,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,1,1,0,0,FN,0.99981,0.0,0.99981,8,20,8,12,0,12,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,2,1,0,0,FN,0.971813,0.000795,0.971813,20,24,20,4,0,4,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,3,1,0,0,FN,0.997772,5e-06,0.997772,9,15,9,6,0,6,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,4,1,0,1,FN,0.995219,2.3e-05,0.995219,9,17,9,8,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,5,1,0,0,FN,0.934931,0.004234,0.934931,26,28,26,2,0,2,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,6,1,0,0,FN,0.991111,7.9e-05,0.991111,7,8,7,1,0,1,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,7,1,0,0,FN,0.986428,0.000184,0.986428,6,5,6,0,0,0,1
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,0,0,0,0,TN,0.000551,0.0,0.000551,7,7,7,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,1,0,0,0,TN,0.000138,0.0,0.000138,21,21,21,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,2,0,0,0,TN,0.000214,0.0,0.000214,23,23,23,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,3,0,0,0,TN,0.000654,0.0,0.000654,15,15,15,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,4,0,0,0,TN,0.000421,0.0,0.000421,7,7,7,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,5,0,0,0,TN,0.000326,0.0,0.000326,16,16,16,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,6,0,0,0,TN,0.00238,6e-06,0.00238,12,12,12,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,7,0,0,0,TN,0.000825,1e-06,0.000825,18,18,18,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,0,0,0,0,TN,0.000159,0.0,0.000159,21,21,21,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,1,0,0,0,TN,0.000351,0.0,0.000351,13,13,13,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,2,0,0,0,TN,0.000144,0.0,0.000144,22,22,22,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,3,0,0,0,TN,0.00021,0.0,0.00021,16,16,16,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,4,0,0,0,TN,0.000258,0.0,0.000258,28,28,28,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,5,0,0,0,TN,0.000491,0.0,0.000491,13,13,13,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,6,0,0,0,TN,0.000638,0.0,0.000638,11,11,11,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,7,0,0,0,TN,0.000187,0.0,0.000187,18,18,18,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,0,0,0,0,TN,0.001377,2e-06,0.001377,11,11,11,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,1,0,0,0,TN,0.000194,0.0,0.000194,22,22,22,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,2,0,0,0,TN,0.000301,0.0,0.000301,18,18,18,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,3,0,0,0,TN,0.000426,0.0,0.000426,20,20,20,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,4,0,0,0,TN,0.000335,0.0,0.000335,20,20,20,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,5,0,0,0,TN,0.000777,1e-06,0.000777,13,13,13,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,6,0,0,0,TN,0.000725,1e-06,0.000725,16,16,16,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,7,0,0,0,TN,0.000234,0.0,0.000234,28,28,28,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,0,0,0,0,TN,0.000596,0.0,0.000596,20,20,20,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,1,0,0,0,TN,0.00283,8e-06,0.00283,9,9,9,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,2,0,0,0,TN,0.000599,0.0,0.000599,18,18,18,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,3,0,0,0,TN,0.000576,0.0,0.000576,22,22,22,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,4,0,0,0,TN,0.000558,0.0,0.000558,24,24,24,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,5,0,0,0,TN,0.006673,4.5e-05,0.006673,24,24,24,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,6,0,0,0,TN,0.001076,1e-06,0.001076,14,14,14,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,7,0,0,0,TN,0.001068,1e-06,0.001068,17,17,17,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,0,0,0,0,TN,0.003315,1.1e-05,0.003315,14,14,14,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,1,0,0,0,TN,0.001686,3e-06,0.001686,10,10,10,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,2,0,0,0,TN,0.001448,2e-06,0.001448,17,17,17,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,3,0,0,0,TN,0.001175,1e-06,0.001175,16,16,16,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,4,0,0,0,TN,0.000834,1e-06,0.000834,17,17,17,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,5,0,0,0,TN,0.001172,1e-06,0.001172,12,12,12,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,6,0,0,0,TN,0.001269,2e-06,0.001269,21,21,21,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,7,0,0,0,TN,0.000406,0.0,0.000406,26,26,26,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,0,0,0,0,TN,0.000548,0.0,0.000548,12,12,12,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,1,0,0,0,TN,0.000839,1e-06,0.000839,12,12,12,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,2,0,0,0,TN,0.000368,0.0,0.000368,9,9,9,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,3,0,0,0,TN,0.000372,0.0,0.000372,12,12,12,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,4,0,0,0,TN,0.00055,0.0,0.00055,12,12,12,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,5,0,0,0,TN,0.000337,0.0,0.000337,18,18,18,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,6,0,0,0,TN,0.000433,0.0,0.000433,15,15,15,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,7,0,0,0,TN,0.000655,0.0,0.000655,12,12,12,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,0,0,0,0,TN,3.8e-05,0.0,3.8e-05,34,34,34,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,1,0,0,0,TN,6.8e-05,0.0,6.8e-05,30,30,30,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,2,0,0,0,TN,0.000115,0.0,0.000115,27,27,27,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,3,0,0,0,TN,0.000102,0.0,0.000102,31,31,31,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,4,0,0,0,TN,5.9e-05,0.0,5.9e-05,32,32,32,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,5,0,0,0,TN,6.4e-05,0.0,6.4e-05,32,32,32,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,6,0,0,0,TN,0.000111,0.0,0.000111,31,31,31,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,7,0,0,0,TN,5.1e-05,0.0,5.1e-05,33,33,33,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,0,0,0,0,TN,0.001248,2e-06,0.001248,21,21,21,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,1,0,0,0,TN,0.000627,0.0,0.000627,29,29,29,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,2,0,0,0,TN,0.000139,0.0,0.000139,27,27,27,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,3,0,0,0,TN,6.5e-05,0.0,6.5e-05,31,31,31,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,4,0,0,0,TN,0.00043,0.0,0.00043,28,28,28,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,5,0,0,0,TN,0.000719,1e-06,0.000719,28,28,28,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,6,0,0,0,TN,0.000213,0.0,0.000213,26,26,26,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,7,0,0,0,TN,0.000467,0.0,0.000467,26,26,26,0,0,0,0
metrics,gated,metrics,ABCD,46,0.4,adv_key_leakage,0,1,0,0,FN,1.0,0.0,1.0,8,44,8,36,0,36,0
metrics,gated,metrics,ABCD,46,0.4,adv_key_leakage,1,1,0,0,FN,1.0,0.0,1.0,7,44,7,37,0,37,0
